year,college,branch,category,round,closing_rank,website
2021,T John Institute of Technology,EEE,GM,3,109528,https://tjohncollege.edu.in/
2022,T John Institute of Technology,CSE,1,3,102240,https://tjohncollege.edu.in/
2024,NIE Mysore,CSE,3B,2,19155,https://nie.ac.in/
2023,Presidency University,MECH,2B,3,105190,https://presidencyuniversity.in/
2022,PESIT RR,ECE,GM,1,30305,https://pes.edu/
2021,AIT Chikmagalur,ISE,ST,1,139758,https://aitchikmagalur.edu.in/
2024,MSRIT,MECH,2B,3,9530,https://www.msrit.edu/
2024,Alliance University,MECH,GM,3,89591,https://alliance.edu.in/
2022,Vidya Vikas Institute,MECH,2B,1,85241,https://vvit.ac.in/
2022,UVCE,ECE,2A,3,14256,https://uvce.ac.in/
2024,Sri Siddhartha Institute,EEE,1,3,101988,https://ssit.edu.in/
2021,MIT Manipal,ISE,3A,1,10877,https://manipal.edu/
2022,AMC Engineering College,MECH,ST,1,183003,https://amc.edu.in/
2022,MSRIT,EEE,3A,2,9839,https://www.msrit.edu/
2024,KSIT,ECE,2B,2,62690,https://ksit.edu.in/
2024,Vidyavardhaka College,EEE,3A,3,90989,https://vvc.ac.in/
2024,Siddaganga Institute,MECH,2A,2,22937,https://sit.ac.in/
2023,Sri Venkateshwara College of Engineering,EEE,3A,3,111948,https://svce.edu.in/
2023,Vidyavardhaka College,CSE,ST,3,103075,https://vvc.ac.in/
2022,Global Academy of Technology,ECE,SC,3,109893,https://gat.ac.in/
2021,Adichunchanagiri Institute,CSE,2B,1,87790,https://acoe.edu.in/
2024,PESIT RR,ISE,3B,1,34191,https://pes.edu/
2024,NIE Mysore,MECH,2B,1,20999,https://nie.ac.in/
2021,KSSEM Bangalore,EEE,3B,3,98546,https://kssem.edu.in/
2024,BMSCE,ISE,ST,2,8114,https://www.bmsce.ac.in/
2022,PESIT RR,CSE,1,3,29158,https://pes.edu/
2023,AIT Chikmagalur,ECE,ST,1,145489,https://aitchikmagalur.edu.in/
2023,SJCE Mysore,ISE,SC,3,22031,https://sjce.ac.in/
2023,East Point College of Engineering,CSE,3B,3,76665,https://epce.edu.in/
2023,KLE Tech Hubli,ECE,1,3,60609,https://kletech.ac.in/
2023,Alliance University,MECH,2A,1,94611,https://alliance.edu.in/
2024,UVCE,EEE,3A,2,15944,https://uvce.ac.in/
2021,Sapthagiri College of Engineering,CSE,ST,2,86142,https://sapthagiri.edu.in/
2024,Siddaganga Institute,ECE,ST,1,29697,https://sit.ac.in/
2022,JSSATE Bangalore,EEE,2B,3,43802,https://jssateb.ac.in/
2022,Reva University,CSE,ST,2,77818,https://reva.edu.in/
2022,BNMIT,CSE,ST,3,49137,https://bnmit.org/
2021,Vemana Institute of Technology,ISE,1,1,82790,https://vemanait.edu.in/
2023,SJCE Mysore,ECE,3B,1,18016,https://sjce.ac.in/
2021,Siddaganga Institute,MECH,GM,1,20689,https://sit.ac.in/
2023,New Horizon College of Engineering,ECE,2A,2,44372,https://newhorizon.edu.in/
2021,MSRIT,CSE,2A,2,7855,https://www.msrit.edu/
2022,NIE Mysore,ISE,3A,1,17556,https://nie.ac.in/
2021,UVCE,MECH,GM,1,12382,https://uvce.ac.in/
2022,RNSIT,EEE,3A,3,36989,https://rnsit.ac.in/
2022,PESIT RR,ECE,2A,2,33924,https://pes.edu/
2023,BMSIT Bangalore,ISE,SC,2,36942,https://bmsit.ac.in/
2022,Siddaganga Institute,EEE,3A,2,24886,https://sit.ac.in/
2021,JSSATE Bangalore,EEE,2A,3,41060,https://jssateb.ac.in/
2022,Sapthagiri College of Engineering,MECH,3A,2,79141,https://sapthagiri.edu.in/
2023,Bangalore Institute of Technology North Campus,MECH,1,2,127549,https://bit.edu.in/
2024,PES University,ECE,1,1,2991,https://pes.edu/
2023,KSIT,ISE,2B,2,59732,https://ksit.edu.in/
2023,CMR University School of Engineering,CSE,1,1,75725,https://cmr.edu.in/
2021,PESIT South,CSE,2B,3,47117,https://pes.edu/
2022,AMC Engineering College,MECH,3B,2,147819,https://amc.edu.in/
2021,Sri Siddhartha Institute,ECE,ST,2,134360,https://ssit.edu.in/
2021,Canara Engineering College,ECE,3A,3,83196,https://canaraengineering.in/
2022,Acharya Institute of Technology,EEE,2B,2,55089,https://acharya.ac.in/
2023,JSSATE Bangalore,CSE,2B,2,35500,https://jssateb.ac.in/
2021,Canara Engineering College,CSE,ST,3,95880,https://canaraengineering.in/
2021,Siddaganga Institute,EEE,SC,3,31271,https://sit.ac.in/
2023,JSSATE Bangalore,CSE,3A,3,41311,https://jssateb.ac.in/
2021,MS Engineering College,ISE,2B,2,104107,https://msengineering.edu.in/
2022,NIE Mysore,CSE,2B,2,17660,https://nie.ac.in/
2021,Sri Venkateshwara College of Engineering,CSE,SC,2,107812,https://svce.edu.in/
2024,Don Bosco Institute of Technology,MECH,2B,2,130077,https://dbit.ac.in/
2022,NIE Mysore,ECE,2A,2,18516,https://nie.ac.in/
2024,Canara Engineering College,ECE,ST,3,112817,https://canaraengineering.in/
2024,Vemana Institute of Technology,EEE,3A,1,110334,https://vemanait.edu.in/
2022,CMR University School of Engineering,ISE,ST,2,130855,https://cmr.edu.in/
2022,Vidya Vikas Institute,ISE,ST,2,104876,https://vvit.ac.in/
2022,Presidency University,EEE,SC,3,124973,https://presidencyuniversity.in/
2023,BMSCE,ECE,2A,3,6025,https://www.bmsce.ac.in/
2022,New Horizon College of Engineering,EEE,SC,1,60678,https://newhorizon.edu.in/
2022,East Point College of Engineering,EEE,ST,2,105515,https://epce.edu.in/
2022,SJCE Mysore,MECH,2B,1,17927,https://sjce.ac.in/
2024,Vidya Jyothi Institute,ECE,GM,1,88397,https://vji.ac.in/
2023,Reva University,EEE,GM,3,55812,https://reva.edu.in/
2021,Vidya Jyothi Institute,ISE,1,2,101234,https://vji.ac.in/
2023,T John Institute of Technology,ECE,SC,2,153258,https://tjohncollege.edu.in/
2024,Sir MVIT,EEE,3B,3,49161,https://sir-mvit.ac.in/
2021,Don Bosco Institute of Technology,MECH,1,1,108234,https://dbit.ac.in/
2023,Acharya Institute of Technology,ISE,1,1,41214,https://acharya.ac.in/
2021,MSRIT,ECE,3B,1,8979,https://www.msrit.edu/
2021,JSS Science & Technology,ISE,3B,2,126449,https://jssstuniv.in/
2022,Reva University,ECE,ST,2,85599,https://reva.edu.in/
2024,KSSEM Bangalore,ISE,SC,1,104195,https://kssem.edu.in/
2024,CMR University School of Engineering,ECE,2A,3,95856,https://cmr.edu.in/
2021,T John Institute of Technology,MECH,2B,1,127920,https://tjohncollege.edu.in/
2024,Adichunchanagiri Institute,MECH,2A,3,113719,https://acoe.edu.in/
2021,MIT Manipal,CSE,ST,3,15503,https://manipal.edu/
2023,JSSATE Bangalore,ISE,2B,2,40565,https://jssateb.ac.in/
2024,Reva University,EEE,1,3,58026,https://reva.edu.in/
2022,UVCE,CSE,2B,3,12766,https://uvce.ac.in/
2024,Dayananda Sagar Academy,ECE,2A,3,117777,https://dsacademy.edu.in/
2021,Vidya Vikas Institute,ISE,3B,1,83218,https://vvit.ac.in/
2024,SJCE Mysore,ISE,3B,1,17112,https://sjce.ac.in/
2024,JSS Science & Technology,ISE,1,1,104613,https://jssstuniv.in/
2024,BNMIT,EEE,1,1,35256,https://bnmit.org/
2023,Sir MVIT,EEE,1,1,41103,https://sir-mvit.ac.in/
2023,Acharya Institute of Technology,ISE,3A,1,48999,https://acharya.ac.in/
2024,UVCE,ECE,3A,3,15257,https://uvce.ac.in/
2024,MSRIT,ISE,3A,1,8040,https://www.msrit.edu/
2024,SJCE Mysore,ECE,3A,2,16763,https://sjce.ac.in/
2023,BMSIT Bangalore,ISE,GM,3,25991,https://bmsit.ac.in/
2021,Vemana Institute of Technology,ECE,3A,1,100088,https://vemanait.edu.in/
2023,MIT Manipal,EEE,SC,3,16793,https://manipal.edu/
2024,Siddaganga Institute,EEE,2A,3,22278,https://sit.ac.in/
2024,SJCE Mysore,ECE,SC,1,21518,https://sjce.ac.in/
2023,CMR University School of Engineering,ISE,2B,2,95857,https://cmr.edu.in/
2022,DSCE,MECH,GM,2,24629,https://www.dsce.edu.in/
2023,MS Engineering College,ECE,2B,2,109251,https://msengineering.edu.in/
2024,BMSCE,EEE,SC,2,7924,https://www.bmsce.ac.in/
2024,Vidya Vikas Institute,ISE,GM,1,63176,https://vvit.ac.in/
2022,Global Academy of Technology,MECH,1,3,82444,https://gat.ac.in/
2024,MSRIT,EEE,2A,3,8796,https://www.msrit.edu/
2024,MSRIT,ISE,3B,2,8669,https://www.msrit.edu/
2024,Acharya Institute of Technology,ISE,1,1,41999,https://acharya.ac.in/
2023,CMR University School of Engineering,ISE,GM,2,80509,https://cmr.edu.in/
2023,CMR University School of Engineering,ISE,SC,2,120619,https://cmr.edu.in/
2024,RNSIT,ECE,3B,1,33750,https://rnsit.ac.in/
2022,Siddaganga Institute,ISE,3A,3,23665,https://sit.ac.in/
2022,BMSCE,ISE,3B,3,6785,https://www.bmsce.ac.in/
2024,RVCE,ECE,3A,1,634,https://www.rvce.edu.in
2024,Sri Siddhartha Institute,MECH,ST,3,160389,https://ssit.edu.in/
2022,Dayananda Sagar Academy,ECE,SC,2,160426,https://dsacademy.edu.in/
2021,AIT Chikmagalur,ISE,SC,2,129975,https://aitchikmagalur.edu.in/
2022,Acharya Institute of Technology,ISE,1,2,43093,https://acharya.ac.in/
2023,CMRIT,ECE,2A,3,54264,https://cmrit.ac.in/
2024,Acharya Institute of Technology,CSE,2B,2,46783,https://acharya.ac.in/
2024,KLE Tech Hubli,ECE,SC,1,76555,https://kletech.ac.in/
2021,MIT Manipal,ISE,3B,2,12097,https://manipal.edu/
2024,UVCE,EEE,2A,3,14159,https://uvce.ac.in/
2024,BMSIT Bangalore,MECH,1,1,27448,https://bmsit.ac.in/
2023,Dayananda Sagar Academy,ISE,SC,3,156682,https://dsacademy.edu.in/
2022,Vidya Jyothi Institute,EEE,3A,3,127702,https://vji.ac.in/
2024,Sapthagiri College of Engineering,ISE,SC,3,91753,https://sapthagiri.edu.in/
2022,CMRIT,ECE,2A,3,54120,https://cmrit.ac.in/
2022,Canara Engineering College,ECE,2B,2,73901,https://canaraengineering.in/
2023,MIT Manipal,CSE,2A,2,9889,https://manipal.edu/
2022,T John Institute of Technology,MECH,GM,1,110087,https://tjohncollege.edu.in/
2022,JSSATE Bangalore,ISE,SC,1,46795,https://jssateb.ac.in/
2021,BMSCE,EEE,1,1,5530,https://www.bmsce.ac.in/
2021,PES University,EEE,3B,2,3748,https://pes.edu/
2024,Don Bosco Institute of Technology,EEE,GM,2,102298,https://dbit.ac.in/
2021,KSSEM Bangalore,ISE,2B,2,81692,https://kssem.edu.in/
2023,PES University,CSE,SC,3,4077,https://pes.edu/
2022,CMRIT,CSE,3A,2,50853,https://cmrit.ac.in/
2022,Sri Siddhartha Institute,MECH,SC,1,139571,https://ssit.edu.in/
2022,Siddaganga Institute,EEE,2A,3,22384,https://sit.ac.in/
2024,JSS Science & Technology,EEE,2A,2,132158,https://jssstuniv.in/
2021,DSCE,CSE,GM,2,21993,https://www.dsce.edu.in/
2023,Bangalore Institute of Technology North Campus,CSE,3A,3,122444,https://bit.edu.in/
2021,Dayananda Sagar Academy,ECE,ST,3,170024,https://dsacademy.edu.in/
2023,Siddaganga Institute,ECE,3B,3,23870,https://sit.ac.in/
2024,Vidya Jyothi Institute,EEE,1,2,102050,https://vji.ac.in/
2024,Alliance University,ECE,GM,3,78926,https://alliance.edu.in/
2022,East Point College of Engineering,EEE,GM,3,65629,https://epce.edu.in/
2022,East Point College of Engineering,CSE,SC,3,93887,https://epce.edu.in/
2023,Acharya Institute of Technology,ECE,3A,1,52344,https://acharya.ac.in/
2023,Presidency University,ECE,SC,3,122448,https://presidencyuniversity.in/
2024,UVCE,EEE,2A,2,13498,https://uvce.ac.in/
2022,Don Bosco Institute of Technology,EEE,SC,3,160787,https://dbit.ac.in/
2023,Sapthagiri College of Engineering,EEE,GM,1,58136,https://sapthagiri.edu.in/
2021,Sapthagiri College of Engineering,CSE,2A,3,64143,https://sapthagiri.edu.in/
2023,MVJ College of Engineering,EEE,2B,2,59664,https://mvjce.edu.in/
2024,Sir MVIT,CSE,ST,3,59561,https://sir-mvit.ac.in/
2022,AIT Chikmagalur,EEE,2B,1,109209,https://aitchikmagalur.edu.in/
2024,Global Academy of Technology,MECH,SC,1,114046,https://gat.ac.in/
2023,MS Engineering College,MECH,GM,2,101473,https://msengineering.edu.in/
2021,Sri Siddhartha Institute,CSE,ST,3,125197,https://ssit.edu.in/
2022,BMSCE,ECE,3A,2,5993,https://www.bmsce.ac.in/
2021,Bangalore Institute of Technology North Campus,CSE,3B,3,134364,https://bit.edu.in/
2023,Adichunchanagiri Institute,ISE,ST,3,136226,https://acoe.edu.in/
2021,Siddaganga Institute,CSE,2B,2,20831,https://sit.ac.in/
2022,Vidya Jyothi Institute,ECE,SC,2,144866,https://vji.ac.in/
2021,BMSCE,ISE,SC,2,7734,https://www.bmsce.ac.in/
2023,Vidya Vikas Institute,MECH,1,2,82841,https://vvit.ac.in/
2023,MVJ College of Engineering,ECE,3A,1,55433,https://mvjce.edu.in/
2024,East Point College of Engineering,CSE,ST,3,99313,https://epce.edu.in/
2021,Vemana Institute of Technology,EEE,3B,1,113249,https://vemanait.edu.in/
2024,PESIT South,ISE,1,1,42031,https://pes.edu/
2024,T John Institute of Technology,EEE,3A,1,119887,https://tjohncollege.edu.in/
2024,Sri Venkateshwara College of Engineering,EEE,2B,2,95750,https://svce.edu.in/
2024,PESIT RR,MECH,ST,2,54076,https://pes.edu/
2022,Dayananda Sagar Academy,ECE,3B,1,123404,https://dsacademy.edu.in/
2024,PESIT RR,MECH,2B,2,36838,https://pes.edu/
2022,Sri Venkateshwara College of Engineering,CSE,3A,3,91217,https://svce.edu.in/
2024,PESIT RR,ECE,1,2,31513,https://pes.edu/
2021,Presidency University,MECH,1,1,79609,https://presidencyuniversity.in/
2021,Sri Siddhartha Institute,MECH,1,2,100533,https://ssit.edu.in/
2021,Sapthagiri College of Engineering,EEE,1,3,71044,https://sapthagiri.edu.in/
2023,PESIT RR,EEE,ST,1,46490,https://pes.edu/
2021,Vidyavardhaka College,ECE,1,3,76344,https://vvc.ac.in/
2024,Vemana Institute of Technology,ECE,2A,1,91722,https://vemanait.edu.in/
2021,MSRIT,ECE,SC,3,11824,https://www.msrit.edu/
2022,Vidyavardhaka College,MECH,3A,1,80282,https://vvc.ac.in/
2024,BNMIT,CSE,GM,2,28757,https://bnmit.org/
2021,BNMIT,CSE,1,2,32276,https://bnmit.org/
2023,East Point College of Engineering,CSE,2A,3,63308,https://epce.edu.in/
2022,Global Academy of Technology,ECE,2B,2,82594,https://gat.ac.in/
2024,Sri Venkateshwara College of Engineering,ECE,ST,3,139750,https://svce.edu.in/
2022,Vidya Vikas Institute,ISE,ST,1,102801,https://vvit.ac.in/
2021,KLE Tech Hubli,CSE,2A,2,53143,https://kletech.ac.in/
2024,SJCE Mysore,MECH,2A,3,18945,https://sjce.ac.in/
2024,Bangalore Institute of Technology North Campus,ISE,GM,2,101357,https://bit.edu.in/
2024,BMSCE,ECE,2A,1,5341,https://www.bmsce.ac.in/
2024,Sapthagiri College of Engineering,CSE,ST,2,85128,https://sapthagiri.edu.in/
2021,New Horizon College of Engineering,CSE,1,1,34696,https://newhorizon.edu.in/
2024,Vidyavardhaka College,EEE,2A,1,74574,https://vvc.ac.in/
2022,BMSCE,EEE,2B,2,6459,https://www.bmsce.ac.in/
2022,KSSEM Bangalore,EEE,SC,3,122790,https://kssem.edu.in/
2022,MVJ College of Engineering,ECE,2A,1,49757,https://mvjce.edu.in/
2024,SJCE Mysore,CSE,2B,1,14144,https://sjce.ac.in/
2023,New Horizon College of Engineering,CSE,1,3,41057,https://newhorizon.edu.in/
2024,BMSCE,EEE,ST,3,9119,https://www.bmsce.ac.in/
2023,MS Engineering College,EEE,2A,1,107434,https://msengineering.edu.in/
2022,Vemana Institute of Technology,ISE,3A,3,110617,https://vemanait.edu.in/
2024,Acharya Institute of Technology,ECE,2A,3,52465,https://acharya.ac.in/
2023,Acharya Institute of Technology,EEE,3A,3,59044,https://acharya.ac.in/
2021,Acharya Institute of Technology,ISE,1,2,42716,https://acharya.ac.in/
2022,UVCE,ISE,3A,2,13847,https://uvce.ac.in/
2022,Canara Engineering College,CSE,GM,1,58374,https://canaraengineering.in/
2024,PESIT RR,CSE,3A,2,33894,https://pes.edu/
2023,T John Institute of Technology,CSE,3A,1,106708,https://tjohncollege.edu.in/
2021,Sri Venkateshwara College of Engineering,ECE,ST,3,141677,https://svce.edu.in/
2021,CMRIT,CSE,1,2,45775,https://cmrit.ac.in/
2022,Acharya Institute of Technology,EEE,SC,2,68304,https://acharya.ac.in/
2022,CMR University School of Engineering,EEE,2A,2,99952,https://cmr.edu.in/
2023,Sri Siddhartha Institute,ECE,ST,1,128990,https://ssit.edu.in/
2022,T John Institute of Technology,ECE,1,3,116518,https://tjohncollege.edu.in/
2022,PESIT South,CSE,3B,3,51253,https://pes.edu/
2022,PESIT South,EEE,3B,3,56455,https://pes.edu/
2021,KLE Tech Hubli,ISE,2A,1,55615,https://kletech.ac.in/
2023,Vidyavardhaka College,ISE,ST,3,111631,https://vvc.ac.in/
2021,AIT Chikmagalur,MECH,2A,2,116181,https://aitchikmagalur.edu.in/
2024,Don Bosco Institute of Technology,ECE,GM,1,94642,https://dbit.ac.in/
2023,Oxford College of Engineering,MECH,2A,3,71020,https://oxford.edu.in/
2021,BNMIT,ECE,SC,2,51370,https://bnmit.org/
2024,DSCE,EEE,1,1,25791,https://www.dsce.edu.in/
2021,KLE Tech Hubli,MECH,1,1,59128,https://kletech.ac.in/
2021,KLE Tech Hubli,MECH,2A,1,60019,https://kletech.ac.in/
2021,New Horizon College of Engineering,ECE,ST,3,64973,https://newhorizon.edu.in/
2024,MSRIT,ECE,2A,2,8189,https://www.msrit.edu/
2023,SJCE Mysore,ISE,2B,2,16255,https://sjce.ac.in/
2022,SJCE Mysore,ISE,ST,3,22106,https://sjce.ac.in/
2022,Sir MVIT,EEE,3B,2,48661,https://sir-mvit.ac.in/
2022,KLE Tech Hubli,ISE,ST,2,80279,https://kletech.ac.in/
2024,AIT Chikmagalur,CSE,3A,2,98573,https://aitchikmagalur.edu.in/
2024,Siddaganga Institute,CSE,GM,1,16649,https://sit.ac.in/
2024,JSS Science & Technology,ISE,2A,1,110800,https://jssstuniv.in/
2021,PESIT South,ECE,ST,1,63605,https://pes.edu/
2022,MS Engineering College,CSE,3B,1,105305,https://msengineering.edu.in/
2024,Siddaganga Institute,MECH,2B,3,26217,https://sit.ac.in/
2023,JSSATE Bangalore,ISE,2A,1,36757,https://jssateb.ac.in/
2024,PESIT RR,MECH,SC,1,48864,https://pes.edu/
2024,Sapthagiri College of Engineering,EEE,2A,1,68126,https://sapthagiri.edu.in/
2024,BNMIT,MECH,SC,1,48805,https://bnmit.org/
2023,BIT Bangalore,MECH,2A,2,24960,https://bit-bangalore.edu.in/
2022,NIE Mysore,ECE,GM,2,16663,https://nie.ac.in/
2023,BMSCE,MECH,ST,3,9644,https://www.bmsce.ac.in/
2021,Acharya Institute of Technology,MECH,3B,3,65368,https://acharya.ac.in/
2023,Canara Engineering College,ECE,3A,1,72600,https://canaraengineering.in/
2023,Vidyavardhaka College,CSE,3B,2,76408,https://vvc.ac.in/
2022,JSSATE Bangalore,ECE,1,1,35625,https://jssateb.ac.in/
2021,Dayananda Sagar Academy,EEE,GM,3,107487,https://dsacademy.edu.in/
2024,Don Bosco Institute of Technology,ISE,3B,1,113411,https://dbit.ac.in/
2022,BMSIT Bangalore,MECH,2A,3,33810,https://bmsit.ac.in/
2022,MVJ College of Engineering,ISE,SC,1,65962,https://mvjce.edu.in/
2023,Vidyavardhaka College,ISE,2B,1,70269,https://vvc.ac.in/
2021,CMR University School of Engineering,MECH,1,2,96827,https://cmr.edu.in/
2022,Vidyavardhaka College,ECE,ST,2,105947,https://vvc.ac.in/
2024,BMSIT Bangalore,MECH,2A,1,28824,https://bmsit.ac.in/
2023,Adichunchanagiri Institute,MECH,ST,1,150453,https://acoe.edu.in/
2024,AMC Engineering College,MECH,ST,1,170146,https://amc.edu.in/
2024,KLE Tech Hubli,ECE,2A,2,58480,https://kletech.ac.in/
2021,AMC Engineering College,ECE,3B,2,135181,https://amc.edu.in/
2023,MS Engineering College,EEE,2A,2,110281,https://msengineering.edu.in/
2024,PESIT RR,ISE,SC,2,42779,https://pes.edu/
2021,RNSIT,ISE,2B,2,29999,https://rnsit.ac.in/
2024,MS Engineering College,ECE,2B,1,108488,https://msengineering.edu.in/
2021,New Horizon College of Engineering,ISE,ST,1,60840,https://newhorizon.edu.in/
2024,Presidency University,CSE,SC,2,103950,https://presidencyuniversity.in/
2023,Sapthagiri College of Engineering,ECE,ST,2,99426,https://sapthagiri.edu.in/
2024,Sir MVIT,EEE,SC,1,58250,https://sir-mvit.ac.in/
2022,BNMIT,CSE,2A,2,31844,https://bnmit.org/
2023,SJCE Mysore,EEE,3B,1,17257,https://sjce.ac.in/
2021,Canara Engineering College,CSE,2A,1,60570,https://canaraengineering.in/
2023,BIT Bangalore,MECH,GM,3,25448,https://bit-bangalore.edu.in/
2023,JSSATE Bangalore,ECE,2B,2,40154,https://jssateb.ac.in/
2024,Presidency University,CSE,2B,3,87125,https://presidencyuniversity.in/
2021,BMSCE,EEE,2B,3,6528,https://www.bmsce.ac.in/
2021,KLE Tech Hubli,ECE,ST,2,87829,https://kletech.ac.in/
2021,Sir MVIT,CSE,SC,3,54478,https://sir-mvit.ac.in/
2021,Vidyavardhaka College,MECH,3B,2,96021,https://vvc.ac.in/
2021,CMR University School of Engineering,ISE,GM,2,80297,https://cmr.edu.in/
2024,MSRIT,MECH,2B,1,8528,https://www.msrit.edu/
2024,RVCE,ECE,2B,2,656,https://www.rvce.edu.in
2021,Adichunchanagiri Institute,EEE,3A,2,114259,https://acoe.edu.in/
2023,MVJ College of Engineering,CSE,SC,2,66511,https://mvjce.edu.in/
2023,Sapthagiri College of Engineering,ISE,ST,1,89340,https://sapthagiri.edu.in/
2021,AMC Engineering College,ISE,GM,2,98215,https://amc.edu.in/
2023,UVCE,ISE,ST,2,18375,https://uvce.ac.in/
2024,Don Bosco Institute of Technology,ECE,GM,2,104117,https://dbit.ac.in/
2024,Sapthagiri College of Engineering,MECH,2A,3,77960,https://sapthagiri.edu.in/
2024,BMSCE,ISE,2B,1,5509,https://www.bmsce.ac.in/
2023,Bangalore Institute of Technology North Campus,MECH,1,1,120372,https://bit.edu.in/
2023,Reva University,MECH,2A,3,63169,https://reva.edu.in/
2023,Adichunchanagiri Institute,MECH,2A,3,112143,https://acoe.edu.in/
2024,Adichunchanagiri Institute,CSE,1,2,83205,https://acoe.edu.in/
2023,KSSEM Bangalore,ECE,GM,1,67439,https://kssem.edu.in/
2021,Siddaganga Institute,ISE,3A,1,20807,https://sit.ac.in/
2021,PES University,ISE,2A,1,2800,https://pes.edu/
2023,CMR University School of Engineering,ISE,SC,3,121215,https://cmr.edu.in/
2023,KSIT,ISE,SC,1,75159,https://ksit.edu.in/
2022,BNMIT,MECH,2B,3,44590,https://bnmit.org/
2024,BIT Bangalore,MECH,2A,3,27263,https://bit-bangalore.edu.in/
2021,Oxford College of Engineering,CSE,SC,1,74535,https://oxford.edu.in/
2021,Sir MVIT,ECE,GM,1,35633,https://sir-mvit.ac.in/
2024,Adichunchanagiri Institute,ECE,ST,2,142075,https://acoe.edu.in/
2022,Adichunchanagiri Institute,CSE,1,2,87753,https://acoe.edu.in/
2022,Oxford College of Engineering,EEE,1,3,69756,https://oxford.edu.in/
2022,Sapthagiri College of Engineering,MECH,2A,1,65879,https://sapthagiri.edu.in/
2023,Vidya Vikas Institute,ECE,2A,3,76596,https://vvit.ac.in/
2021,Reva University,ISE,SC,2,74295,https://reva.edu.in/
2021,Reva University,CSE,1,3,52022,https://reva.edu.in/
2022,Sir MVIT,MECH,GM,3,44147,https://sir-mvit.ac.in/
2023,MS Engineering College,CSE,1,3,97293,https://msengineering.edu.in/
2023,Global Academy of Technology,ECE,SC,2,110970,https://gat.ac.in/
2021,PESIT RR,CSE,SC,3,43142,https://pes.edu/
